,flag_SF,same_srv_rate,dst_host_srv_count,logged_in,flag_S0,serror_rate,count,service_http,service_private,dst_host_count,class
4682,0,0.05,10,0,0,0.0,215,0,1,255,0
4683,1,1.0,153,0,0,0.0,1,0,0,1,0
4684,1,1.0,239,0,0,0.0,68,0,0,255,1
4685,1,1.0,255,1,0,0.0,39,1,0,255,1
4686,1,0.05,1,0,0,0.0,19,0,0,255,0
4687,1,1.0,138,0,0,0.0,1,0,0,2,0
4688,1,1.0,255,0,0,0.0,305,0,0,255,1
4689,0,0.12,14,0,1,1.0,115,0,0,255,0
4690,1,1.0,86,1,0,0.0,1,0,0,15,1
4691,1,1.0,6,0,0,0.0,1,0,0,2,0
4692,1,1.0,255,1,0,0.0,25,1,0,94,1
4693,1,1.0,3,0,0,0.0,2,0,0,255,1
4694,0,0.19,50,0,1,1.0,54,0,0,255,0
4695,1,1.0,193,1,0,0.0,3,1,0,13,1
4696,0,0.08,20,0,1,1.0,236,0,0,255,0
4697,0,0.29,17,0,1,1.0,7,0,0,255,0
4698,1,1.0,255,1,0,0.0,2,1,0,255,1
4699,0,0.11,16,0,1,1.0,147,0,0,255,0
4700,1,1.0,253,0,0,0.0,94,0,0,255,1
4701,1,1.0,180,1,0,0.0,1,0,0,60,1
4702,1,1.0,255,1,0,0.0,15,1,0,15,1
4703,1,1.0,201,0,0,0.0,110,0,0,255,1
4704,1,1.0,255,1,0,0.0,14,1,0,255,1
4705,1,1.0,254,1,0,0.0,4,1,0,255,1
4706,0,1.0,255,1,0,1.0,1,1,0,1,1
4707,1,1.0,255,1,0,0.0,15,1,0,34,1
4708,1,1.0,255,1,0,0.0,25,1,0,107,1
4709,0,0.07,16,0,1,1.0,229,0,0,255,0
4710,1,1.0,231,0,0,0.0,147,0,0,255,1
4711,1,1.0,255,0,0,0.0,13,0,0,255,1
4712,0,0.03,3,0,1,1.0,116,0,0,255,0
4713,1,0.2,47,0,0,0.0,5,0,0,49,1
4714,0,0.11,9,0,0,0.0,79,0,1,255,0
4715,1,1.0,255,0,0,0.0,91,0,0,255,1
4716,0,0.44,40,0,1,1.0,16,1,0,255,0
4717,0,0.09,4,0,1,1.0,130,0,1,33,0
4718,0,1.0,2,0,0,0.0,2,0,1,255,0
4719,1,1.0,2,1,0,0.0,1,0,0,7,1
4720,1,1.0,255,1,0,0.0,6,1,0,255,1
4721,1,1.0,84,0,0,0.0,1,0,0,2,0
4722,1,1.0,20,0,0,0.0,3,0,1,130,0
4723,0,0.09,17,0,1,1.0,203,0,0,255,0
4724,0,0.1,21,0,1,1.0,206,0,0,255,0
4725,1,0.33,3,0,0,0.0,6,0,0,127,1
4726,1,1.0,255,0,0,0.0,348,0,0,255,1
4727,0,0.03,3,0,1,1.0,111,0,1,255,0
4728,0,0.03,12,0,1,1.0,117,0,1,255,0
4729,1,1.0,58,1,0,0.0,1,0,0,42,1
4730,1,1.0,11,1,0,0.0,5,0,0,255,1
4731,1,1.0,255,0,0,0.0,229,0,0,255,1
4732,1,1.0,255,1,0,0.0,1,1,0,11,1
4733,1,1.0,1,0,0,0.0,1,0,0,198,1
4734,1,1.0,193,1,0,0.0,1,0,0,178,1
4735,0,0.13,9,0,1,1.0,69,0,1,255,0
4736,0,0.26,18,0,1,1.0,69,0,0,255,0
4737,1,1.0,89,0,0,0.0,89,0,1,255,0
4738,0,0.05,11,0,1,1.0,269,0,1,255,0
4739,1,1.0,255,1,0,0.0,5,1,0,255,1
4740,1,1.0,246,1,0,0.0,5,1,0,255,1
4741,1,1.0,25,0,0,0.0,1,0,0,1,0
4742,1,1.0,254,1,0,0.0,2,1,0,255,1
4743,1,1.0,103,1,0,0.0,4,0,0,228,1
4744,0,0.0,1,0,0,0.0,201,0,0,255,0
4745,1,1.0,255,1,0,0.0,10,1,0,255,1
4746,1,1.0,58,1,0,0.0,6,0,0,205,1
4747,0,0.02,2,0,1,1.0,101,0,1,255,0
4748,0,0.08,18,0,1,1.0,228,0,0,255,0
4749,1,1.0,255,1,0,0.0,5,1,0,44,1
4750,1,1.0,255,0,0,0.0,423,0,0,255,0
4751,1,1.0,51,1,0,0.0,1,0,0,255,1
4752,1,1.0,255,1,0,0.0,5,1,0,255,1
4753,1,1.0,255,1,0,0.0,3,1,0,76,1
4754,1,1.0,255,1,0,0.0,13,1,0,80,1
4755,1,1.0,255,1,0,0.0,1,1,0,255,1
4756,1,1.0,255,1,0,0.0,14,1,0,255,1
4757,0,0.04,4,0,1,1.0,233,0,1,255,0
4758,0,0.08,12,0,1,1.0,157,0,1,255,0
4759,0,0.0,1,0,0,0.01,209,0,1,255,0
4760,0,1.0,183,0,0,0.0,19,1,0,172,1
4761,1,1.0,237,1,0,0.09,34,1,0,139,1
4762,1,1.0,255,1,0,0.0,3,1,0,31,1
4763,1,1.0,255,1,0,0.0,1,1,0,83,1
4764,0,1.0,1,0,0,1.0,1,0,1,129,0
4765,1,1.0,255,1,0,0.0,13,1,0,119,1
4766,1,1.0,255,1,0,0.0,12,1,0,255,1
4767,1,1.0,133,1,0,0.0,1,0,0,255,0
4768,0,1.0,1,0,0,0.0,1,0,1,255,0
4769,1,1.0,98,1,0,0.0,1,0,0,23,1
4770,1,1.0,255,0,0,0.0,1,0,0,1,0
4771,1,1.0,4,1,0,0.0,1,0,0,4,1
4772,1,0.99,238,0,0,0.0,171,0,0,255,1
4773,1,1.0,255,1,0,0.0,11,1,0,48,1
4774,0,0.26,64,0,1,1.0,19,0,0,255,0
4775,0,0.01,19,0,1,1.0,259,0,0,255,0
4776,1,1.0,37,0,0,0.0,2,0,0,155,1
4777,0,0.04,8,0,1,1.0,209,0,1,255,0
4778,1,1.0,255,1,0,0.0,2,1,0,34,1
4779,1,1.0,146,0,0,0.0,46,0,1,255,0
4780,1,1.0,255,0,0,0.0,141,0,0,255,1
4781,1,1.0,10,0,0,0.0,511,0,0,255,0
4782,1,1.0,253,0,0,0.0,91,0,0,255,1
4783,1,0.6,86,0,0,0.0,5,0,0,255,1
4784,0,1.0,156,1,0,0.5,2,1,0,2,1
4785,0,0.07,17,0,1,1.0,250,0,1,255,0
4786,0,0.05,14,0,1,1.0,259,0,0,255,0
4787,0,1.0,13,0,1,1.0,1,0,1,255,0
4788,1,1.0,255,1,0,0.0,1,1,0,30,1
4789,0,0.01,6,0,1,1.0,125,0,0,255,0
4790,1,1.0,18,0,0,0.0,1,0,0,2,0
4791,1,0.99,241,0,0,0.0,182,0,0,255,1
4792,0,0.06,21,0,1,1.0,231,0,1,255,0
4793,1,1.0,255,1,0,0.0,17,1,0,42,1
4794,0,0.95,18,0,1,1.0,19,0,1,255,0
4795,1,1.0,5,1,0,0.0,2,0,0,255,1
4796,1,1.0,255,0,0,0.0,446,0,0,255,0
4797,0,0.04,8,0,1,1.0,219,0,0,255,0
4798,1,1.0,255,1,0,0.0,9,1,0,131,1
4799,1,1.0,53,0,0,0.0,1,0,0,255,1
4800,0,0.01,20,0,0,0.0,205,0,0,255,0
4801,1,1.0,235,0,0,0.0,176,0,0,255,1
4802,1,1.0,255,1,0,0.0,14,1,0,255,1
4803,1,1.0,163,1,0,0.0,1,0,0,255,1
4804,1,1.0,255,1,0,0.0,6,1,0,255,1
4805,1,1.0,255,1,0,0.0,8,1,0,8,1
4806,0,0.07,18,0,1,1.0,274,0,0,255,0
4807,1,1.0,191,1,0,0.0,1,0,0,153,1
4808,1,1.0,15,0,0,0.0,1,0,0,255,1
4809,0,0.11,13,0,1,1.0,118,0,0,255,0
4810,0,0.01,1,0,0,0.05,154,0,1,255,0
4811,1,1.0,255,1,0,0.0,21,1,0,255,1
4812,1,1.0,10,0,0,0.0,2,0,1,80,0
4813,1,1.0,255,1,0,0.0,1,1,0,116,1
4814,1,1.0,255,1,0,0.0,1,1,0,10,1
4815,0,0.08,17,0,1,1.0,12,0,1,255,0
4816,1,1.0,255,1,0,0.0,2,1,0,43,1
4817,0,0.08,22,0,1,1.0,292,0,0,255,0
4818,1,1.0,255,0,0,0.0,141,0,0,255,1
4819,1,1.0,255,1,0,0.0,15,1,0,145,1
4820,1,1.0,255,1,0,0.0,12,1,0,255,1
4821,1,1.0,255,1,0,0.0,6,1,0,41,1
4822,0,0.02,6,0,1,1.0,243,0,0,255,0
4823,1,1.0,6,0,0,0.0,1,0,0,48,1
4824,1,1.0,255,1,0,0.0,1,1,0,1,1
4825,1,1.0,247,1,0,0.0,5,1,0,255,1
4826,1,1.0,252,0,0,0.0,251,0,0,255,1
4827,0,0.09,13,0,1,1.0,148,0,0,255,0
4828,0,0.16,17,0,0,0.0,108,0,0,255,0
4829,0,0.06,18,0,1,1.0,284,0,0,255,0
4830,1,1.0,211,0,0,0.0,74,0,0,255,1
4831,0,0.02,1,0,1,1.0,61,0,0,255,0
4832,0,0.0,1,0,0,0.04,509,0,1,255,0
4833,1,1.0,255,1,0,0.0,16,1,0,77,1
4834,1,1.0,38,1,0,0.0,2,0,0,102,1
4835,1,1.0,3,1,0,0.0,2,0,0,255,1
4836,0,1.0,2,0,0,0.0,2,0,0,255,0
4837,0,0.01,3,0,1,1.0,206,0,0,255,0
4838,1,1.0,31,1,0,0.0,1,0,0,255,1
4839,1,1.0,40,0,0,0.0,1,0,0,2,0
4840,1,1.0,202,0,0,0.0,142,0,0,255,1
4841,1,1.0,255,1,0,0.0,44,1,0,180,1
4842,1,0.99,235,0,0,0.0,176,0,0,255,1
4843,1,1.0,255,1,0,0.0,6,1,0,255,1
4844,0,0.11,11,0,1,1.0,102,0,0,255,0
4845,0,0.04,10,0,1,1.0,264,0,0,255,0
4846,0,0.5,1,0,0,0.0,2,0,1,255,0
4847,1,1.0,255,1,0,0.0,24,1,0,255,1
4848,0,0.05,14,0,0,0.0,267,0,0,255,0
4849,1,1.0,255,1,0,0.0,8,1,0,9,1
4850,1,0.99,134,0,0,0.0,171,0,0,173,1
4851,0,1.0,255,0,0,0.0,1,1,0,3,1
4852,1,1.0,255,0,0,0.0,178,0,0,255,1
4853,1,1.0,255,1,0,0.0,8,1,0,126,1
4854,0,0.03,6,0,1,1.0,216,0,0,255,0
4855,0,1.0,147,0,0,1.0,1,0,0,86,1
4856,0,0.15,17,0,0,0.0,116,0,0,255,0
4857,1,1.0,192,1,0,0.0,1,0,0,150,1
4858,1,1.0,254,0,0,0.0,133,0,0,255,1
4859,1,1.0,81,0,0,0.0,7,0,0,51,1
4860,0,0.04,10,0,1,1.0,235,0,0,255,0
4861,0,0.08,15,0,0,0.0,180,0,0,255,0
4862,1,1.0,215,1,0,0.0,11,1,0,215,1
4863,1,0.44,7,0,0,0.0,16,0,0,255,1
4864,1,1.0,255,0,0,0.0,137,0,0,255,1
4865,0,0.5,1,0,0,0.0,2,0,0,255,0
4866,1,1.0,255,1,0,0.0,3,1,0,255,1
4867,1,1.0,27,1,0,0.0,3,1,0,24,1
4868,0,0.08,20,0,1,1.0,243,0,0,255,0
4869,1,1.0,96,1,0,0.0,9,0,0,109,1
4870,0,0.13,14,0,1,1.0,105,0,1,181,0
4871,0,0.09,20,0,1,1.0,205,0,1,255,0
4872,1,1.0,166,1,0,0.0,1,0,0,136,1
4873,0,1.0,2,0,0,0.0,2,0,1,255,0
4874,1,1.0,255,1,0,0.0,5,1,0,255,1
4875,1,1.0,255,1,0,0.0,25,1,0,25,1
4876,0,0.11,5,0,1,0.99,142,0,1,255,0
4877,1,0.22,226,0,0,0.0,9,0,1,255,1
4878,0,0.07,20,0,0,0.0,300,0,0,255,0
4879,1,1.0,15,1,0,0.0,1,0,0,41,1
4880,1,1.0,59,1,0,0.0,2,0,0,83,1
4881,1,1.0,255,1,0,0.25,4,1,0,255,1
4882,1,0.5,13,1,0,0.0,2,0,0,255,1
4883,1,1.0,255,1,0,0.33,3,1,0,5,1
4884,1,1.0,101,0,0,0.0,1,0,0,1,0
4885,1,1.0,255,1,0,0.0,1,1,0,1,1
4886,0,0.06,6,0,1,1.0,265,0,1,255,0
4887,1,1.0,126,1,0,0.0,1,0,0,158,1
4888,1,1.0,244,1,0,0.0,1,0,0,21,1
4889,1,1.0,254,0,0,0.0,222,0,0,255,1
4890,0,0.06,13,0,1,1.0,220,0,0,255,0
4891,0,0.04,10,0,0,0.0,268,0,0,255,0
4892,0,0.02,3,0,1,1.0,142,0,0,255,0
4893,0,0.02,7,0,1,1.0,255,0,1,255,0
4894,1,1.0,255,1,0,0.04,23,1,0,23,1
4895,1,1.0,255,1,0,0.0,5,1,0,255,1
4896,1,1.0,255,1,0,0.0,5,1,0,125,1
4897,0,0.3,7,0,0,0.0,33,0,1,255,0
4898,0,0.03,7,0,1,1.0,251,0,0,255,0
4899,1,1.0,255,1,0,0.0,18,1,0,255,1
4900,1,0.5,10,0,0,0.0,2,0,0,255,1
4901,1,1.0,125,1,0,0.0,18,0,0,39,1
4902,1,1.0,255,1,0,0.0,11,1,0,78,1
4903,1,1.0,255,1,0,0.0,3,1,0,125,1
4904,1,1.0,251,1,0,0.0,1,1,0,3,1
4905,1,1.0,141,0,0,0.0,1,0,0,1,0
4906,1,1.0,255,1,0,0.0,3,1,0,8,1
4907,1,1.0,255,0,0,0.0,156,0,0,255,1
4908,1,1.0,2,0,0,0.0,2,0,0,255,1
4909,1,1.0,141,1,0,0.0,2,1,0,141,0
4910,1,1.0,255,1,0,0.0,3,1,0,255,1
4911,0,0.03,6,0,1,1.0,112,0,0,255,0
4912,0,0.04,11,0,1,1.0,292,0,1,255,0
4913,0,0.3,55,0,1,1.0,50,0,0,255,0
4914,1,1.0,36,1,0,0.0,1,0,0,255,1
4915,1,1.0,1,1,0,0.0,1,0,0,255,1
4916,1,1.0,28,0,0,0.0,1,0,0,2,0
4917,0,0.14,18,0,1,1.0,133,0,0,255,0
4918,1,1.0,255,1,0,0.0,2,1,0,255,1
4919,1,0.2,1,0,0,0.0,5,0,0,255,1
4920,0,0.01,3,0,1,1.0,249,0,0,255,0
4921,1,1.0,255,1,0,0.0,28,1,0,255,1
4922,0,0.09,12,0,1,1.0,130,0,1,255,0
4923,0,0.1,13,0,1,1.0,107,0,1,255,0
4924,1,1.0,255,1,0,0.0,16,1,0,120,1
4925,1,1.0,111,0,0,0.0,1,0,1,128,1
4926,1,1.0,255,1,0,0.0,13,1,0,255,1
4927,1,1.0,183,0,0,0.0,441,0,0,183,0
4928,0,0.06,2,0,1,1.0,136,0,0,255,0
4929,1,1.0,255,1,0,0.0,9,1,0,34,1
4930,1,1.0,55,1,0,0.0,1,0,0,255,1
4931,1,1.0,255,1,0,0.0,3,1,0,255,1
4932,1,1.0,254,0,0,0.0,42,0,0,255,1
4933,1,1.0,255,0,0,0.0,95,0,0,255,1
4934,1,1.0,4,1,0,0.0,1,0,0,47,1
4935,1,1.0,196,0,0,0.0,52,0,0,192,1
4936,1,1.0,255,1,0,0.0,28,1,0,104,1
4937,1,1.0,36,0,0,0.0,36,0,1,255,0
4938,0,0.16,15,0,1,1.0,93,0,1,255,0
4939,0,0.26,34,0,1,1.0,35,0,0,115,0
4940,0,0.04,4,0,1,1.0,146,0,0,255,0
4941,1,1.0,55,1,0,0.0,1,0,0,255,1
4942,0,0.01,2,0,1,1.0,217,0,0,255,0
4943,0,1.0,2,0,0,0.0,2,0,1,255,0
4944,0,0.0,1,0,0,0.03,352,0,1,255,0
4945,0,0.1,11,0,1,1.0,110,0,1,166,0
4946,1,1.0,255,1,0,0.0,1,1,0,40,1
4947,1,1.0,255,0,0,0.0,403,0,0,255,1
4948,0,0.03,8,0,1,1.0,256,0,0,255,0
4949,1,1.0,255,1,0,0.0,9,1,0,219,1
4950,1,1.0,255,1,0,0.0,5,1,0,5,1
4951,1,1.0,254,0,0,0.0,273,0,0,255,1
4952,1,1.0,130,1,0,0.0,1,0,0,120,1
4953,1,1.0,59,1,0,0.0,2,0,0,255,1
4954,0,0.08,20,0,1,1.0,235,0,0,255,0
4955,0,0.06,15,0,1,1.0,225,0,0,255,0
4956,1,1.0,255,1,0,0.0,2,1,0,255,1
4957,0,0.06,16,0,0,0.0,261,0,0,255,0
4958,0,0.01,1,0,0,0.04,154,0,1,255,0
4959,1,1.0,37,1,0,0.0,5,1,0,48,1
4960,1,1.0,239,1,0,0.0,1,0,0,40,1
4961,1,1.0,255,1,0,0.0,20,1,0,255,1
4962,1,1.0,234,0,0,0.0,5,0,0,32,1
4963,1,1.0,181,0,0,0.0,23,0,0,255,1
4964,1,1.0,194,0,0,0.0,511,0,0,255,0
4965,1,1.0,194,0,0,0.0,446,0,0,194,0
4966,1,1.0,2,0,0,0.0,1,0,0,255,1
4967,1,1.0,3,0,0,0.0,1,0,0,255,1
4968,1,1.0,38,0,0,0.0,1,0,0,1,0
4969,1,1.0,21,1,0,0.0,1,0,0,11,0
4970,1,1.0,88,0,0,0.0,1,0,0,2,0
4971,1,1.0,255,1,0,0.0,10,1,0,255,1
4972,1,0.09,1,0,0,0.0,11,0,0,255,1
4973,1,1.0,255,1,0,0.0,15,1,0,255,1
4974,1,1.0,255,0,0,0.0,113,0,0,255,1
4975,1,1.0,255,1,0,0.0,2,1,0,2,1
4976,0,0.06,14,0,1,1.0,254,0,1,255,0
4977,0,0.13,14,0,1,1.0,105,0,1,255,0
4978,1,1.0,255,0,0,0.0,340,0,0,255,0
4979,0,0.34,65,0,1,1.0,41,1,0,255,0
4980,1,1.0,255,1,0,0.0,3,1,0,131,1
4981,1,1.0,245,1,0,0.0,8,1,0,209,1
4982,1,1.0,255,1,0,0.0,9,1,0,255,1
4983,1,1.0,39,1,0,0.0,1,0,0,249,1
4984,0,0.36,46,0,1,1.0,11,0,0,173,0
4985,1,1.0,11,1,0,0.0,1,0,0,22,1
4986,1,1.0,112,0,0,0.0,19,0,0,255,1
4987,1,1.0,255,1,0,0.2,5,1,0,255,1
4988,0,0.29,23,0,1,1.0,79,0,1,255,0
4989,0,0.04,5,0,0,0.0,135,0,0,255,0
4990,0,0.07,20,0,0,0.0,270,0,0,255,0
4991,1,1.0,255,1,0,0.0,5,1,0,5,1
4992,1,1.0,246,0,0,0.0,510,0,0,255,0
4993,1,1.0,254,0,0,0.0,304,0,0,255,1
4994,1,1.0,255,1,0,0.0,30,1,0,255,1
4995,1,1.0,132,1,0,0.0,1,0,0,139,1
4996,0,0.05,14,0,0,0.0,264,0,0,255,0
4997,1,1.0,255,1,0,0.0,3,1,0,49,1
4998,1,1.0,184,0,0,0.0,511,0,0,255,0
4999,1,1.0,255,1,0,0.0,7,1,0,88,1
5000,0,0.07,17,0,1,1.0,244,0,0,255,0
5001,1,1.0,112,1,0,0.0,1,0,0,250,1
5002,1,1.0,253,0,0,0.0,65,0,0,255,1
5003,1,1.0,255,1,0,0.0,1,1,0,6,1
5004,1,1.0,244,0,0,0.0,7,0,0,255,1
5005,0,0.13,8,0,1,1.0,30,0,1,255,0
5006,1,1.0,254,0,0,0.0,140,0,0,255,1
5007,0,0.5,1,0,0,0.0,2,0,1,255,0
5008,1,1.0,255,1,0,0.0,1,1,0,237,1
5009,1,1.0,152,1,0,0.0,2,1,0,152,0
5010,1,1.0,1,1,0,0.0,1,0,0,194,1
5011,0,0.02,6,0,1,1.0,238,0,1,255,0
5012,1,1.0,82,1,0,0.0,1,0,0,127,1
5013,0,0.17,25,0,1,1.0,148,0,0,255,0
5014,1,1.0,255,1,0,0.33,3,1,0,255,1
5015,0,0.17,17,0,1,1.0,102,0,0,255,0
5016,0,0.03,12,0,1,1.0,234,0,1,255,0
5017,0,0.08,19,0,1,1.0,200,0,0,255,0
5018,0,0.32,63,0,1,1.0,37,1,0,255,0
5019,1,1.0,44,1,0,0.0,1,0,0,240,1
5020,1,1.0,255,1,0,0.0,2,1,0,15,1
5021,1,1.0,46,1,0,0.0,1,0,0,14,0
5022,1,0.01,1,1,0,0.0,104,0,0,255,1
5023,1,1.0,39,0,0,0.0,1,0,0,1,0
5024,1,1.0,54,1,0,0.0,1,0,0,88,1
5025,1,1.0,255,1,0,0.0,25,1,0,255,1
5026,1,1.0,35,1,0,0.0,1,0,0,132,1
5027,1,1.0,2,1,0,0.0,1,0,0,1,1
5028,1,1.0,11,1,0,0.0,1,0,0,255,1
5029,0,0.02,20,0,1,1.0,229,0,0,255,0
5030,1,1.0,46,1,0,0.0,2,0,0,9,0
5031,0,0.03,19,0,1,1.0,217,0,0,255,0
5032,0,0.06,16,0,0,0.0,278,0,1,255,0
5033,0,0.03,7,0,0,0.0,208,0,1,255,0
5034,1,1.0,255,1,0,0.0,8,1,0,35,1
5035,1,1.0,235,0,0,0.0,71,0,0,255,1
5036,0,1.0,0,0,0,0.0,1,1,0,0,1
5037,1,0.53,9,0,0,0.0,17,0,1,255,0
5038,0,0.07,4,0,1,1.0,227,0,0,255,0
5039,1,1.0,255,1,0,0.0,13,1,0,16,1
5040,1,1.0,255,1,0,0.0,4,1,0,10,1
5041,1,1.0,45,0,0,0.0,45,0,1,117,0
5042,0,0.04,13,0,1,1.0,290,0,1,255,0
5043,1,1.0,255,1,0,0.0,12,1,0,12,1
5044,1,1.0,5,1,0,0.0,1,0,0,242,1
5045,0,0.03,8,0,1,1.0,264,0,0,255,0
5046,0,0.33,10,0,1,1.0,30,0,0,255,0
5047,1,1.0,255,1,0,0.0,5,1,0,5,1
5048,1,1.0,255,0,0,0.0,107,0,0,255,1
5049,1,1.0,121,0,0,0.0,1,0,0,1,0
5050,0,0.03,7,0,0,0.0,268,0,0,255,0
5051,1,1.0,106,1,0,0.0,1,0,0,255,1
5052,0,0.1,19,0,1,1.0,192,0,1,255,0
5053,1,1.0,154,1,0,0.0,1,0,0,134,1
5054,1,1.0,3,1,0,0.0,1,0,0,3,1
5055,1,1.0,255,0,0,0.0,68,0,0,255,1
5056,0,0.01,20,0,1,1.0,202,0,0,255,0
5057,0,0.3,2,0,1,1.0,40,1,0,255,0
5058,1,1.0,203,0,0,0.0,1,0,0,57,1
5059,0,0.01,4,0,1,1.0,290,0,1,255,0
5060,0,0.06,1,0,1,1.0,144,0,0,255,0
5061,0,0.03,6,0,1,1.0,230,0,0,255,0
5062,0,0.02,12,0,1,1.0,44,0,1,255,0
5063,0,0.02,17,0,1,1.0,102,0,0,255,0
5064,1,1.0,19,1,0,0.0,1,0,0,20,1
5065,1,1.0,255,1,0,0.0,29,1,0,255,1
5066,1,1.0,254,0,0,0.0,205,0,0,255,1
5067,1,1.0,134,1,0,0.0,1,0,0,143,1
5068,1,1.0,255,0,0,0.0,417,0,0,255,1
5069,1,1.0,255,1,0,0.0,5,1,0,55,1
5070,1,1.0,10,1,0,0.0,1,0,0,43,1
5071,1,1.0,233,0,0,0.0,311,0,0,255,1
5072,1,1.0,255,0,0,0.0,123,0,0,255,1
5073,1,1.0,112,0,0,0.0,10,0,0,255,1
5074,0,0.14,3,0,1,0.99,125,0,1,255,0
5075,0,0.24,29,0,1,1.0,34,0,0,114,0
5076,1,1.0,255,1,0,0.0,7,1,0,68,1
5077,1,1.0,255,1,0,0.0,18,1,0,255,1
5078,1,1.0,127,1,0,0.0,1,0,0,160,1
5079,1,1.0,181,0,0,0.0,131,0,0,255,1
5080,1,0.5,227,0,0,0.0,2,0,1,255,1
5081,0,0.23,62,0,1,1.0,39,0,0,255,0
5082,0,0.09,10,0,1,1.0,225,0,1,255,0
5083,0,0.05,13,0,1,1.0,248,0,1,255,0
5084,0,1.0,18,1,0,0.0,1,0,0,59,1
5085,0,0.12,6,0,1,1.0,133,0,1,255,0
5086,1,1.0,255,1,0,0.0,5,1,0,78,1
5087,0,0.06,13,0,1,1.0,143,0,1,255,0
5088,0,0.07,21,0,1,1.0,287,0,0,255,0
5089,1,1.0,27,1,0,0.0,1,0,0,5,0
5090,0,0.13,19,0,1,1.0,143,0,1,255,0
5091,0,0.18,16,0,0,0.0,108,0,1,255,0
5092,1,1.0,255,1,0,0.0,16,1,0,16,1
5093,1,1.0,255,1,0,0.0,26,1,0,255,1
5094,1,1.0,213,0,0,0.0,2,0,1,255,1
5095,1,1.0,255,1,0,0.0,18,1,0,155,1
5096,1,1.0,255,1,0,0.0,34,1,0,69,1
5097,1,1.0,38,1,0,0.0,8,0,0,92,1
5098,1,1.0,255,1,0,0.0,7,1,0,161,1
5099,0,0.09,25,0,1,1.0,267,0,0,255,0
5100,0,0.02,18,0,1,1.0,179,0,1,255,0
5101,0,0.0,1,0,1,1.0,201,0,0,255,0
5102,0,0.08,21,0,1,1.0,260,0,0,255,0
5103,1,1.0,255,1,0,0.0,9,1,0,9,1
5104,0,0.05,5,0,1,1.0,106,0,0,255,0
5105,0,1.0,167,0,0,0.0,1,1,0,2,1
5106,1,1.0,153,1,0,0.0,1,0,0,255,1
5107,0,0.01,16,0,1,1.0,281,0,0,255,0
5108,1,1.0,245,0,0,0.0,126,0,0,255,1
5109,1,1.0,143,1,0,0.0,1,0,0,153,1
5110,1,1.0,255,1,0,0.0,13,1,0,255,1
5111,0,0.08,11,0,1,1.0,139,0,1,85,0
5112,0,0.0,1,0,0,0.0,221,0,0,255,0
5113,1,1.0,229,1,0,0.0,1,1,0,9,1
5114,1,1.0,255,1,0,0.0,20,1,0,167,1
5115,0,1.0,87,0,0,0.0,2,0,0,160,0
5116,1,0.93,14,0,0,0.0,15,0,1,255,0
5117,1,1.0,38,0,0,0.0,511,0,0,255,0
5118,1,1.0,110,1,0,0.0,14,0,0,255,1
5119,0,0.08,12,0,1,1.0,218,0,1,255,0
5120,1,1.0,5,0,0,0.0,2,0,0,37,1
5121,1,1.0,255,1,0,0.0,1,1,0,159,1
5122,1,1.0,65,1,0,0.0,1,0,0,151,1
5123,0,0.01,8,0,1,1.0,161,0,1,255,0
5124,0,0.29,4,0,1,1.0,56,0,1,255,0
5125,1,1.0,97,1,0,0.0,9,1,0,9,1
5126,0,0.01,1,0,0,0.06,134,0,1,255,0
5127,0,0.04,2,0,0,0.0,53,0,0,255,0
5128,0,0.01,1,0,0,0.07,94,0,1,255,0
5129,1,1.0,161,0,0,0.0,511,0,0,255,0
5130,0,0.09,1,0,1,1.0,122,0,1,173,0
5131,1,0.33,3,0,0,0.0,3,0,0,255,1
5132,1,1.0,255,1,0,0.0,6,1,0,92,1
5133,1,1.0,255,1,0,0.0,9,1,0,107,1
5134,1,1.0,255,1,0,0.0,40,1,0,255,1
5135,1,1.0,66,0,0,0.0,1,0,0,45,1
5136,0,0.24,28,0,1,1.0,33,1,0,255,0
5137,1,1.0,255,1,0,0.0,1,1,0,19,1
5138,1,1.0,248,1,0,0.0,1,1,0,219,1
5139,0,1.0,255,0,0,0.0,1,1,0,4,1
5140,1,1.0,255,1,0,0.0,1,1,0,255,1
5141,0,0.14,4,0,1,1.0,118,0,1,148,0
5142,1,1.0,3,0,0,0.0,1,0,0,3,0
5143,0,0.07,13,0,1,1.0,127,0,0,255,0
5144,1,1.0,25,0,0,0.0,1,0,0,165,1
5145,0,0.05,11,0,1,1.0,275,0,1,255,0
5146,0,0.01,3,0,1,1.0,264,0,0,255,0
5147,0,0.08,23,0,1,1.0,271,0,0,255,0
5148,1,1.0,242,1,0,0.0,1,0,0,134,1
5149,0,0.04,9,0,1,1.0,220,0,0,255,0
5150,1,1.0,68,0,0,0.0,1,0,0,2,0
5151,0,0.08,18,0,1,1.0,217,0,1,255,0
5152,1,1.0,255,1,0,0.0,1,1,0,62,1
5153,1,1.0,255,1,0,0.0,6,1,0,255,1
5154,1,1.0,1,0,0,0.0,1,0,0,2,1
5155,1,1.0,255,1,0,0.0,1,1,0,186,1
5156,1,0.3,29,0,0,0.0,10,0,0,255,1
5157,1,1.0,255,1,0,0.0,3,1,0,140,1
5158,0,0.02,3,0,1,1.0,197,0,0,255,0
5159,1,1.0,255,1,0,0.0,1,1,0,25,1
5160,1,1.0,99,0,0,0.0,49,0,0,118,1
5161,0,0.04,2,0,1,1.0,103,0,1,255,0
